title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes
Message from the King,movie,"Action, Crime, Drama",2016,6.4,18611
De Fil en Aiguilles,movie,Documentary,2013,,
Blonde,movie,"Drama, History",2022,5.5,75062
The Trust,movie,"Action, Crime, Mystery",2016,5.5,21410
Rowdy Fellow,movie,"Action, Romance",2014,6.4,325
Before I Wake,movie,"Drama, Fantasy, Horror",2016,6.2,53791
Bibi & Tina voll verhext!,movie,"Adventure, Family",2014,5.2,871
Equals,movie,"Drama, Romance, Sci-Fi",2015,6,33585
That Thing Called Tadhana,movie,"Comedy, Drama, Romance",2014,7.3,1187
The Hunter's Prayer,movie,"Action, Thriller",2017,5.6,10674
Vejska,movie,Comedy,2014,5.6,476
Himalaya Singh,movie,"Comedy, Drama",2005,4.3,428
Snowden,movie,"Biography, Crime, Drama",2016,7.3,167574
Remember,movie,"Drama, Mystery, Thriller",2015,7.5,28734
My Big Fat Greek Wedding 2,movie,"Comedy, Romance",2016,6,36645
Rand University,movie,"Documentary, TV Movie",2014,,
La scuola più bella del mondo,movie,Comedy,2014,5,515
The U: Part 2,movie,"Biography, Documentary, History",2014,7.4,776
August Sky: 63 Days of Glory,movie,"Drama, War",2013,3.8,231
Trailer Park Boys: Live at the North Pole,movie,Comedy,2014,6.7,1293
Dragon Ball Z: Resurrection 'F',movie,"Action, Adventure, Animation",2015,7.1,24757
Money Monster,movie,"Action, Crime, Drama",2016,6.5,108840
Ungli,movie,"Crime, Drama, Thriller",2014,5.8,4280
Só Dez Por Cento é Mentira,movie,Documentary,2008,8.4,90
Hijos de papá,movie,Comedy,1980,5.2,59
My Internship in Canada,movie,Comedy,2015,6.9,984
Yaar Gaddar,movie,"Action, Drama, Mystery",1994,3.7,236
"Debout les crabes, la mer monte!",movie,Comedy,1983,3.9,107
The Perfect Guy,movie,"Drama, Romance, Thriller",2015,5.6,11564
The Bélier Family,movie,"Comedy, Drama, Music",2014,7.3,30502
Little Ghost,movie,,2014,,
For Love or Money,movie,Romance,2014,5.2,285
That Sugar Film,movie,Documentary,2014,7.4,11133
Eiga Kureyon Shinchan: Gachinko! Gyakushuu no Robotôchan,movie,"Adventure, Animation, Comedy",2014,7.2,617
Ever Since We Love,movie,"Drama, Romance",2015,5.1,496
Power Rangers,movie,"Action, Adventure, Fantasy",2017,5.9,116300
Moitié-moitié,movie,Comedy,1989,3.7,74
The Shamer's Daughter,movie,"Adventure, Drama, Fantasy",2015,6,4376
Dames 4,movie,"Comedy, Sport",2015,6.3,440
Bandie,movie,"Action, Drama, Romance",1978,4.4,50
Ogni maledetto Natale,movie,Comedy,2014,5.6,1328
Homies,movie,Comedy,2015,5.7,1156
The Danish Girl,movie,"Biography, Drama",2015,7.1,202895
Southpaw,movie,"Action, Drama, Sport",2015,7.3,267272
We Are Brothers,movie,"Comedy, Drama",2014,6.2,201
Mumbai Delhi Mumbai,movie,"Comedy, Romance",2014,5.7,398
Prince,movie,Romance,1969,6.9,235
The Paedophile Hunter,movie,Documentary,2014,6.7,634
People Places Things,movie,"Comedy, Romance",2015,6.8,11215
3 Türken & ein Baby,movie,Comedy,2015,5.4,1906
War Dogs,movie,"Biography, Comedy, Crime",2016,7.1,274382
Homesick,movie,Drama,2015,5.6,1994
The Commune,movie,Drama,2016,6.4,8470
The Bronze,movie,"Comedy, Drama, Sport",2015,6.1,13865
Advantageous,movie,"Drama, Family, Sci-Fi",2015,6.1,6062
The Judge,movie,"Crime, Drama",1984,6.3,190
Ushijima the Loan Shark 2,movie,Comedy,2014,6.6,203
Last Knights,movie,"Action, Drama",2015,6.2,46678
Teenage Mutant Ninja Turtles: Out of the Shadows,movie,"Action, Adventure, Comedy",2016,5.9,102873
Bill Burr: I'm Sorry You Feel That Way,movie,Comedy,2014,8.2,9312
The D Train,movie,"Comedy, Drama",2015,5.1,11743
Dope,movie,"Adventure, Comedy, Crime",2015,7.2,90411
The Wizard's Daughter,movie,"Adventure, Comedy, Family",2014,5.7,212
Gollu Aur Pappu,movie,Comedy,2014,3.8,132
Experimenter,movie,"Biography, Drama, History",2015,6.6,20315
Grandma,movie,"Comedy, Drama",2015,6.7,17295
The Little Prince,movie,"Adventure, Animation, Comedy",2015,7.6,68626
Deliha,movie,Comedy,2014,4.6,5251
Blood Father,movie,"Action, Crime, Drama",2016,6.4,69068
After the Ball,movie,Comedy,2015,5.8,3760
"The Rich, the Pauper and the Butler",movie,Comedy,2014,5.4,2390
The Witch,movie,"Drama, Fantasy, Horror",2015,7,328494
Cop Car,movie,"Crime, Thriller",2015,6.3,35937
The Secrets of the Golden Compass,movie,Documentary,2007,,
Chlorine,movie,Drama,2015,5.9,362
The Second Mother,movie,"Comedy, Drama",2015,7.8,18118
Youth,movie,"Comedy, Drama, Music",2015,7.3,85729
Klown Forever,movie,"Comedy, Drama",2015,6.2,5398
Ako legal wife: Mano po 4?,movie,"Comedy, Drama",2005,5.7,47
Supernova,movie,"Drama, Mystery, Romance",2014,6.2,363
Golden Cane Warrior,movie,"Action, Adventure, Drama",2014,6.2,864
The Legacy of a Whitetail Deer Hunter,movie,"Comedy, Drama",2018,5.5,4343
Shark Busters,movie,"Comedy, Crime",2002,5.8,150
Aithe,movie,"Action, Adventure, Drama",2003,8,1605
Maggie's Plan,movie,"Comedy, Drama, Romance",2015,6.2,18812
The Anderssons Rock the Mountains,movie,"Comedy, Family",2014,4.1,1271
Ode to My Father,movie,"Drama, War",2014,7.8,6491
Grasshopper,movie,"Action, Crime, Drama",2015,5.5,387
Kubo and the Two Strings,movie,"Action, Adventure, Animation",2016,7.7,142163
Love Forecast,movie,"Comedy, Drama, Romance",2015,6.2,1620
The Lost City of Z,movie,"Adventure, Biography, Drama",2016,6.6,102186
Spotlight,movie,"Biography, Crime, Drama",2015,8.1,515948
By the Sea,movie,"Drama, Romance",2015,5.3,23039
Mountains May Depart,movie,"Drama, Romance",2015,6.9,6655
Dheepan,movie,"Crime, Drama",2015,7.2,17446
Fever,movie,Drama,2014,5.9,58
Chic!,movie,"Comedy, Drama",2015,5.6,533
Veve,movie,Drama,2014,6.1,118
"The Boss, Anatomy of a Crime",movie,"Crime, Drama",2014,7.3,2743
100 Yen Love,movie,"Comedy, Drama",2014,7.1,2927
Dolphins,movie,Adventure,2014,6.5,34
April Fools,movie,Comedy,2015,6.3,533
Shin Godzilla,movie,"Action, Drama, Horror",2016,6.8,40427
Animal Crackers,movie,"Adventure, Animation, Comedy",2017,5.8,4216
Les malabars sont au parfum,movie,Comedy,1966,4.9,77
"Mario Barth: Die neue Weltrekord-Show: Männer sind schuld, sagen die Frauen",movie,Comedy,2014,,
Hong hun,movie,Horror,2014,4.9,46
Bayi Ajaib,movie,Horror,1982,5.6,364
Si accettano miracoli,movie,"Comedy, Drama",2015,4.8,1068
The Silence Within,movie,Drama,1996,7.3,115
The Throne,movie,"Drama, History",2015,7.1,3325
Helios,movie,"Action, Crime, Drama",2015,5.5,1400
Dreamgirls,movie,Comedy,2015,5.4,2817
Spider-Man: Homecoming,movie,"Action, Adventure, Sci-Fi",2017,7.4,750927
The Call,movie,"Adventure, Biography, Drama",1936,5.4,37
"English Only, Please",movie,"Comedy, Romance",2014,7.1,214
Urge to Kill,movie,"Crime, Drama, Mystery",1960,6,197
Ghost in the Shell,movie,"Action, Crime, Drama",2017,6.3,233218
Our Little Sister,movie,"Drama, Family",2015,7.6,17721
Correspondence,movie,"Drama, Romance",2016,6.1,5000
Miles Ahead,movie,"Biography, Drama, Music",2015,6.4,10762
Free State of Jones,movie,"Action, Biography, Drama",2016,6.9,66088
The Bad Batch,movie,"Action, Horror, Mystery",2016,5.2,36585
Thomas the Jet Engine,movie,"Adventure, Animation, Comedy",2002,8.5,104
The Amazing Praybeyt Benjamin,movie,"Action, Comedy, Fantasy",2014,4.3,240
The Christmas Family,movie,"Comedy, Family, Fantasy",2014,4.9,226
Professor,movie,"Comedy, Drama, Musical",1962,6.8,365
Vanishing Point,movie,Drama,2015,5.8,100
Pengar: En tragikomisk saga,movie,"Comedy, Drama",1946,6.3,199
November Criminals,movie,"Crime, Drama, Mystery",2017,5.3,11324
"America, Here We Come",movie,Comedy,2014,6.2,492
Staying Alive,movie,Comedy,2015,6,639
The Last: Naruto the Movie,movie,"Action, Adventure, Animation",2014,7.6,18819
Selfie,movie,Comedy,2014,6,1874
Carrie Pilby,movie,"Comedy, Drama",2016,6.7,14084
5 Seconds of Summer: So Perfect,movie,"Documentary, Music",2014,7.7,93
A la mala,movie,Comedy,2015,6.3,2746
Compadres,movie,"Action, Comedy, Crime",2016,4.8,1163
Key House Mirror,movie,"Drama, Romance",2015,6.9,541
"What Happened, Miss Simone?",movie,"Biography, Documentary, Music",2015,7.6,15084
Hawaizaada,movie,"Biography, Drama",2015,5.5,2148
The Fundamentals of Caring,movie,"Comedy, Drama",2016,7.3,82578
Full House,movie,"Crime, Drama, Mystery",1952,5.8,169
Going Clear: Scientology & the Prison of Belief,movie,Documentary,2015,8,41684
Tig,movie,"Biography, Documentary",2015,7.4,2913
Hot Girls Wanted,movie,Documentary,2015,6.1,18772
Drift,movie,Drama,2015,6.8,64
Casa Amor: Exclusive for Ladies,movie,"Comedy, Romance",2015,6.1,718
A Zero Too Much,movie,Comedy,1962,5.2,63
Kill Your Friends,movie,"Comedy, Crime, Music",2015,6,10208
Beyond the Mask,movie,"Action, Adventure, Drama",2015,5.1,3835
Dumapárbaj,movie,Comedy,2015,3.6,513
Lost Souls,movie,"Comedy, Fantasy, Horror",1989,5.6,132
13 Minutes,movie,"Biography, Drama, War",2015,7,10308
Daddy or Mommy,movie,"Comedy, Drama, Romance",2015,6,5086
Sweet Bean,movie,Drama,2015,7.4,13449
Jack bestelt een broertje,movie,"Adventure, Family",2015,6,144
Erbarme dich - Matthäus Passion Stories,movie,"Documentary, Music",2015,7.3,95
Guna 369,movie,"Action, Drama",2019,6.2,522
Broken Horses,movie,"Action, Crime, Drama",2015,5.7,2378
The Pearl Button,movie,Documentary,2015,7.6,2981
The Club,movie,"Drama, Mystery, Thriller",2015,7.2,12330
Journal d'une femme de chambre,movie,Drama,2015,5.5,3112
Taxi,movie,"Comedy, Drama",2015,7.3,16988
Triumph in the Skies,movie,Drama,2015,4.3,418
Big Match,movie,"Action, Comedy, Thriller",2014,6.2,755
Ever Been to the Moon?,movie,"Comedy, Romance",2015,6.2,2290
"Hello, My Name Is Doris",movie,"Comedy, Drama, Romance",2015,6.6,22708
Krakel Spektakel,movie,Family,2014,6.4,106
Vampyres,movie,Horror,2015,3.2,1365
Rainbow,movie,"Comedy, Drama",2015,7.8,4598
Violette & François,movie,"Comedy, Crime, Drama",1977,6.2,367
Iliza Shlesinger: Freezing Hot,movie,"Comedy, Documentary",2015,6.8,2902
The Boy,movie,"Horror, Mystery, Thriller",2016,6,105020
Fifty Shades Uncovered,movie,Documentary,2015,4.1,280
The Man with the Iron Fists 2,movie,Action,2015,4.4,4708
Louis C.K.: Live at the Comedy Store,movie,Comedy,2015,7.8,7166
The Throwaways,movie,"Action, Comedy, Thriller",2015,4.6,1934
Scotland Yard Dragnet,movie,"Crime, Thriller",1957,5.9,169
Concussion,movie,"Biography, Drama, Sport",2015,7.1,102588
Streif: One Hell of a Ride,movie,"Documentary, History, News",2014,6.6,670
Bad Luck,movie,"Action, Comedy, Crime",2015,5.5,214
The Intruders,movie,"Drama, Horror, Mystery",2015,4.5,3864
Life at Stake,movie,"Crime, Drama, Thriller",1957,5.4,131
Qualquer Gato Vira-Lata 2,movie,"Comedy, Romance",2015,5.4,335
Little Book of Love 2,movie,"Comedy, Romance",2015,5.9,83
O Último Virgem,movie,"Comedy, Romance",2016,4.2,224
I'm Rich,movie,Comedy,2016,5.5,806
Bis,movie,"Comedy, Fantasy",2015,5.5,1863
Black Ice,movie,"Action, Crime, Sport",2013,4.9,120
War Room,movie,Drama,2015,6.5,16859
Hangman,movie,"Crime, Drama, Horror",2017,5.2,20150
12 Golden Ducks,movie,Comedy,2015,4.7,342
6 Years,movie,"Drama, Romance",2015,5.5,13332
Ride Along 2,movie,"Action, Comedy, Crime",2016,5.9,65039
Race,movie,"Biography, Drama, Sport",2016,7.1,42631
Manson Family Vacation,movie,"Comedy, Drama, Thriller",2015,5.8,3235
Derby Day,movie,"Comedy, Crime, Drama",1952,6.4,239
Willy Fog: la vuelta al mundo en 80 días,movie,"Adventure, Animation, Family",1995,7,24
Halik sa hangin,movie,"Horror, Mystery, Romance",2015,6,89
Tomorrow I'm Getting Married,movie,"Comedy, Romance",1984,5.1,144
Bikes vs Cars,movie,Documentary,2015,7.1,751
Reverse,movie,"Crime, Drama, Thriller",2015,5.5,98
Till Luck Do Us Part 3,movie,Comedy,2015,5.2,1023
Sleepless,movie,"Action, Thriller",2017,5.6,35497
John Wick: Chapter 2,movie,"Action, Crime, Thriller",2017,7.4,535633
Babovresky 3,movie,Comedy,2015,2.5,156
Spectral,movie,"Action, Adventure, Sci-Fi",2016,6.3,66916
The Lady Is a Square,movie,"Comedy, Musical, Romance",1959,5.9,104
Hacksaw Ridge,movie,"Biography, Drama, History",2016,8.1,630043
The Lego Batman Movie,movie,"Action, Adventure, Animation",2017,7.3,180840
Despicable Me 3,movie,"Adventure, Animation, Comedy",2017,6.3,167030
Spider-Man: Into the Spider-Verse,movie,"Action, Adventure, Animation",2018,8.4,720287
The Last House on Cemetery Lane,movie,Horror,2015,3.3,1514
Other Girls,movie,Drama,2015,6,253
The Hollars,movie,"Comedy, Drama, Romance",2016,6.6,15023
Hardcore Henry,movie,"Action, Adventure, Sci-Fi",2015,6.7,105055
Leaving Africa,movie,"Documentary, Drama",2015,7.5,41
The Steal,movie,"Comedy, Thriller",1995,4.8,452
When Will You Get Married?,movie,"Comedy, Romance",2015,7.1,349
The Legendary Giulia and Other Miracles,movie,Comedy,2015,6.8,2596
The Infiltrator,movie,"Biography, Crime, Drama",2016,7,82232
L'amour à la chaîne,movie,"Comedy, Crime, Drama",1965,6.3,74
Oct-01,movie,"Crime, Drama, Mystery",2014,6.4,543
War of Lies,movie,"Documentary, Drama, History",2014,6.9,97
Seven Nights in Japan,movie,"Action, Comedy, Drama",1976,5.7,284
Nothing in Return,movie,Drama,2015,6.5,2783
All Creatures Big And Small,movie,"Adventure, Animation, Comedy",2015,5.8,5242
Spinning Gold,movie,"Biography, Drama, Music",2023,5.9,1803
Zama,movie,"Drama, History",2017,6.7,7381
Aziz Ansari Live in Madison Square Garden,movie,Comedy,2015,6.6,3390
Shoot Me in the Heart,movie,"Comedy, Drama",2015,6.9,510
Extreme Justice,movie,"Crime, Drama, Thriller",1986,4.5,125
Roads to the South,movie,Drama,1978,5.5,271
Punk in Love,movie,"Adventure, Comedy, Romance",2009,6.7,228
L'indic,movie,"Crime, Drama",1983,5.3,248
Crazy Beautiful You,movie,"Comedy, Drama, Romance",2015,6.9,996
The Dirt,movie,"Biography, Comedy, Drama",2019,7,57746
She Kept Asking for the Moon,movie,"Comedy, Drama, Romance",1982,6.9,229
Reunion,movie,Comedy,2015,5.1,2752
Born to Be Blue,movie,"Biography, Drama, Music",2015,6.8,9485
Skin Trade,movie,"Action, Crime, Thriller",2014,5.6,8745
Just Run!,movie,"Drama, Romance",2000,5.7,146
Ralphie May: Unruly,movie,Comedy,2015,4.9,484
Monty Python: The Meaning of Live,movie,Documentary,2014,7.6,890
Haji Backpacker,movie,"Adventure, Drama",2014,6.7,53
The Secret Life of Pets,movie,"Adventure, Animation, Comedy",2016,6.5,225793
I Hate Christian Laettner,movie,"Biography, Documentary, History",2015,7.7,1835
Nerve,movie,"Adventure, Crime, Drama",2016,6.5,143433
The Last Soviet Movie,movie,"Action, Adventure, Comedy",2003,4.9,144
The Gift,movie,"Drama, Mystery, Thriller",2015,7,178664
Encordades,movie,Documentary,2011,7.4,11
The Lady in the Van,movie,"Biography, Comedy, Drama",2015,6.7,33337
Ventoux,movie,"Comedy, Drama",2015,6.4,1663
Detective K: Secret of the Lost Island,movie,"Action, Adventure, Comedy",2015,6.2,715
Le coeur à l'ouvrage,movie,"Comedy, Drama",2000,4.8,166
Love Reset,movie,"Comedy, Romance",2023,6.8,2327
The Doorman,movie,"Action, Drama, Thriller",2020,4.7,8661
Pororo: Dragon Castle Adventure,movie,Animation,2022,7.3,26
Hero,movie,"Biography, Drama, History",2022,6.2,270
Alienoid: The Return to the Future,movie,"Action, Fantasy, Sci-Fi",2024,6.5,2480
Confidential Assignment 2: International,movie,"Action, Comedy, Thriller",2022,6.6,2335
Single in Seoul,movie,"Comedy, Drama, Romance",2023,6.1,636
Blanche and Marie,movie,"Drama, War",1985,5.9,216
人狗情未了,movie,Drama,2024,,
The Wasp,movie,Thriller,2024,6.1,4037
When a Dream Comes True,movie,Documentary,2022,6.8,6
Breaking the Cycle,movie,Documentary,2024,7.6,820
13th,movie,"Crime, Documentary, History",2016,8.2,38398
Censor,movie,"Horror, Mystery, Thriller",2021,6,21471
Earwig and the Witch,movie,"Adventure, Animation, Family",2020,4.7,6370
Orphan: First Kill,movie,"Crime, Drama, Horror",2022,5.9,50443
Ghoul,movie,"Horror, Thriller",2015,4.6,2424
Heavy Snow,movie,"Drama, Romance",2023,5.9,140
Salut d'Amour,movie,"Drama, Romance",2015,7.2,599
Suck Me Shakespeer 2,movie,Comedy,2015,5.9,15298
Children of Shatila,movie,"Documentary, History",1998,7.7,197
Borderlands,movie,"Action, Adventure, Comedy",2024,4.7,44276
Untapped: Closing America's Opportunity Gap,movie,Documentary,2024,6.5,46
The Forest,movie,"Horror, Mystery, Thriller",2016,4.8,46670
Chhota Bheem: Dholakpur to Kathmandu,movie,Animation,2012,7.7,201
L'été prochain,movie,Drama,1985,5.6,229
At My Finger Tips,movie,"Drama, Music",2002,6.4,73
Paws of Fury: The Legend of Hank,movie,"Action, Adventure, Animation",2022,5.8,7068
Ma Este Gyilkolunk,movie,"Comedy, Crime",2024,5.1,495
Sune vs. Sune,movie,"Comedy, Family, Fantasy",2018,5.5,857
Sune - Best Man,movie,"Adventure, Comedy, Family",2019,5.5,502
Heritages,movie,"Biography, Drama",2013,7.5,162
Hesapta Ask,movie,"Comedy, Romance",2016,4.8,688
Les gens qui s'aiment,movie,"Comedy, Drama, Romance",1999,5.1,137
Silent Bruges,movie,"Drama, Romance",1981,5.9,166
The Paradise of Thorns,movie,"Drama, Thriller",2024,7.7,1089
Gold Coast Lounge,movie,"Crime, Drama, Romance",2020,5.7,56
"No Andaba Muerto, Estaba de Parranda",movie,Comedy,2020,4.6,141
Zoolander 2,movie,"Action, Adventure, Comedy",2016,4.7,78644
Susie Searches,movie,"Comedy, Drama, Mystery",2022,5.9,1096
Sole Man,movie,"Biography, Documentary, History",2015,6.9,549
Day 13,movie,"Action, Horror",2023,5.1,290
Haunted Heart,movie,"Romance, Thriller",2024,4.8,447
Let's Go Karaoke!,movie,"Comedy, Music",2023,7.1,552
Dark Windows,movie,"Horror, Thriller",2023,4.6,1796
Brian and Charles,movie,"Comedy, Drama, Sci-Fi",2022,6.7,9588
Plankton: The Movie,movie,"Adventure, Animation, Comedy",2025,5.5,1245
Dominion of Darkness,movie,Horror,2024,5.7,724
Concerning My Daughter,movie,Drama,2023,7.5,39
Nelly Rapp: Monster Agent,movie,"Adventure, Comedy, Family",2020,5.8,756
Nelly Rapp - The Dark Forest,movie,"Adventure, Comedy, Family",2023,5.7,186
The Gardener's Year,movie,"Comedy, Drama",2024,6.5,156
Brothers,movie,"Action, Drama, Sport",2015,6.4,14267
The Garfield Movie,movie,"Adventure, Animation, Comedy",2024,5.7,23391
"Aire, Just Breathe",movie,"Romance, Sci-Fi, Thriller",2024,4.7,184
Terra Formars,movie,"Action, Horror, Sci-Fi",2016,4.7,3501
Attack on Titan: The Wings of Freedom,movie,"Action, Animation, Fantasy",2015,7.9,4065
Last Stop: Rocafort St.,movie,"Horror, Mystery",2024,4.1,437
Ashby,movie,"Comedy, Crime, Drama",2015,6.4,16367
Transmitzvah,movie,"Comedy, Drama",2024,4.4,312
11 Rebels,movie,"Action, Drama, History",2024,6.1,217
Village Rockstars 2,movie,Drama,2024,7.3,31
Veteran,movie,"Action, Comedy, Crime",2015,7,8523
Latin Lover,movie,"Comedy, Drama",2015,6.1,1032
The Snow Sister,movie,"Drama, Family",2024,7,2117
The Kitchen,movie,Drama,1961,6.3,92
Fast & Feel Love,movie,"Action, Comedy, Drama",2022,6.8,1499
The New Adventures of Aladdin,movie,"Comedy, Fantasy",2015,4.8,2780
Love Destiny: The Movie,movie,"Comedy, History, Romance",2022,6.3,599
I Haven't Done Anything,movie,Comedy,2022,7.4,34
Irish Wish,movie,"Comedy, Fantasy, Romance",2024,5.2,21184
Phantom,movie,"Action, Crime, History",2023,6.2,879
Unforgettable,movie,"Drama, Thriller",2017,5.1,17274
Les affamés,movie,Comedy,2018,4.2,193
Wallace & Gromit: Vengeance Most Fowl,movie,"Adventure, Animation, Comedy",2024,7.5,32112
While You Were Sleeping,movie,"Drama, Mystery",2024,6.1,157
The Cake General,movie,"Comedy, Drama",2018,6.7,5199
Hunt,movie,"Action, Drama, Mystery",2022,6.7,6396
Mission Possible,movie,"Action, Comedy, Crime",2021,6.5,2017
Pororo and Friends: Virus Busters,movie,"Adventure, Animation",2022,6.9,14
Maiden,movie,"Biography, Documentary, Sport",2018,7.8,2657
Confession,movie,"Crime, Mystery, Thriller",2022,6.6,1188
Alienoid,movie,"Action, Adventure, Fantasy",2022,6.3,6688
Pororo: Cyberspace Adventure,movie,"Animation, Family, Fantasy, Adventure, Science Fiction",2015,,
The Little Penguin Pororo's Dinosaur Island Adventure,movie,"Adventure, Animation, Fantasy",2017,6.4,59
The Choice,movie,"Drama, Romance",2016,6.5,47748
Maria,movie,"Biography, Drama, Music",2024,6.4,17540
